corpus,qid,label,count,lat,lon
de,Q1479714,Romerike,1,60.1,11.216666666666667
de,Q3012337,Dalen,1,68.8814,17.6867
de,Q11838964,Gordon Castle,1,57.6214036808383,-3.08869858471736
de,Q14370,Deva,1,43.37472153,-4.51861095
de,Q258400,Loisach,1,47.93754,11.43355
de,Q279128,Marquartstein,1,47.758611111111,12.461666666667
de,Q253119,Traunstein,1,47.868333333333,12.643333333333
de,Q667757,Biel,1,46.455015,8.21923
de,Q68155,Schwyz,1,47.020546,8.658332
de,Q13367,Forlì,1,44.2225,12.040833333333
de,Q1018812,Givonne,1,49.720555555556,4.9880555555556
de,Q14897,Maintal,1,50.14387111111111,8.837126388888889
de,Q255289,Chiemgau,1,47.81666666666667,12.433333333333334
de,Q89453,Frénois,1,47.529722222222,4.8913888888889
de,Q671656,Eppenstein,1,47.13008,14.739628
de,Q682188,St. Gereon's Basilica,1,50.943225,6.945967
de,Q134346,Angoulême,1,45.649444444444,0.15944444444444
de,Q177480,Tauber,1,49.62584805555556,9.665821944444444
de,Q11967,Huesca,1,42.1401,-0.40889722222222
de,Q875085,Gastein Valley,1,47.212105555556,13.102569444444
de,Q1776300,Kloster Zella,1,51.2176,10.2749
de,Q815834,Masuria,1,53.583333333333336,21.086111111111112
de,Q581494,Troezen,1,37.497229,23.363113
de,Q12883218,Paramero,1,39.462777777778,21.430833333333
de,Q1240074,Itea,1,38.4329,22.4261
de,Q688618,Gotthard Tunnel,1,46.529,8.6026
de,Q68111,Chiasso,1,45.83535,9.03203
de,Q2709061,Guttenberger Wald,1,49.7333,9.88334
de,Q923050,Tarcal,1,48.13128,21.34267
de,Q284604,Kłodzko,1,50.437777777778,16.652777777778
de,Q152331,Rur,1,51.196666666667,5.9816666666667
de,Q699437,Laxenburg,1,48.066666666667,16.35
de,Q2377302,Szalejów Górny,1,50.433333333333,16.55
de,Q15265,Mount Pilatus,1,46.973889,8.241111
de,Q697119,Kahlenberg,1,48.2761,16.3333
de,Q558776,Sonnenstein,1,51.53333333333333,10.416666666666666
de,Q804,Panama,1,8.616667,-80.366667
de,Q2041829,Miramar,1,38.9505154,-0.1415109
de,Q41115,Santa Catarina,1,-27.27,-50.49
de,Q170540,Taubaté,1,-23.033333333333,-45.55
de,Q42362,Maranhão,1,-6.183333333333334,-45.6
de,Q15499,Paraná,1,-24.67,-51.62
de,Q4361,Curitiba,1,-25.429722222222,-49.271944444444
de,Q957653,Itu,1,-23.264166666667,-47.299166666667
de,Q462320,Great St Bernard Hospice,1,45.868888888889,7.1705555555556
de,Q243634,Bonin Islands,1,26.998055555556,142.21805555556
de,Q207584,Brignoles,1,43.405833333333,6.0616666666667
de,Q1077853,Droux,1,46.159166666667,1.1525
de,Q637827,Wewelsburg,1,51.606773,8.651431
de,Q1878020,Lutterberg,1,51.3725,9.6175
de,Q202565,Coutances,1,49.045277777778,-1.4452777777778
de,Q3912,Arnsberg,1,51.396666666667,8.0644444444444
de,Q51246,Lettopalena,1,42,14.166666666667
de,Q15260,Glärnisch,1,46.998611111111,8.9986111111111
de,Q1443392,Weissbad,1,47.310277777778,9.4352777777778
de,Q67171,Gais,1,47.360555555556,9.4511111111111
de,Q173527,Knossos,1,35.297961111111,25.163155555556
de,Q1136193,Gortyn,1,35.060067,24.949458
de,Q992256,Gytheio,1,36.76166667,22.56611111
de,Q204199,Zin Desert,1,30.971,35.325
de,Q543895,Orchomenos,1,38.493,22.981
de,Q1656624,Idalium,1,35.01583333333333,33.42305555555556
de,Q220583,Sybaris,1,39.716564,16.493696
de,Q148859,Spreewald,1,51.88,14.166666666666666
de,Q71113,Zamora Province,1,41.75,-6
de,Q369450,Guadalaviar,1,40.3891731,-1.7174804
de,Q80826,Uhingen,1,48.705833333333,9.5919444444444
de,Q1958281,Mückenwiese,1,49.3546,7.88394
de,Q51614,Anatolia,1,39,35
de,Q28468877,Gremmelsbach,1,48.158594444444,8.2573055555556
de,Q539659,Krautheim,1,49.383333333333,9.6333333333333
de,Q6596,Gorizia,1,45.9352,13.6193
de,Q180731,Gradiška,1,45.133333333333,17.25
de,Q1013916,Burg Schnellerts,1,49.7409,8.8951
de,Q145008,St. Blasien,1,47.761944444444,8.1283333333333
de,Q2263743,Seckenheim,1,49.466361111111,8.5643111111111
de,Q689607,Röthelstein,1,47.308611111111,15.367777777778
de,Q1012973,Lindelbrunn Castle,1,49.145,7.89648
de,Q163239,Balochistan,1,30.12,67.01
de,Q44059,La Plata,1,-34.933333333333,-57.95
de,Q632868,Sasbach,1,48.638333333333,8.0916666666667
de,Q54666,Scilla,1,38.25,15.716666666667
de,Q2381484,Südsee,1,52.2292,10.5147
de,Q836,Myanmar,1,22,96
de,Q501253,Hai River,1,38.962777777778,117.72666666667
de,Q5413,Yangtze,1,31.393611111111,121.98305555556
de,Q12193,Brest,1,48.39,-4.4869444444444
de,Q194932,Saint-Mihiel,1,48.889444444444,5.54
de,Q102728,Ypres,1,50.850833333333334,2.885
de,Q2414209,Tahure,1,49.2167113,4.6443538
de,Q80021,Daugavpils,1,55.871388888889,26.516111111111
de,Q154748,Verdun,1,49.159722222222,5.3827777777778
de,Q215244,Diksmuide,1,51.03333333333333,2.865
de,Q684927,Gotthard Road Tunnel,1,46.671666666667,8.5925
de,Q21039,Rantum,1,54.847,8.292
de,Q20789,Wenningstedt-Braderup,1,54.934722222222,8.3366666666667
de,Q103908,Ceto,1,46.003333,10.352778
de,Q954599,Kadesh,1,30.648333333333,34.422222222222
de,Q2093031,Seben,1,40.41134,31.57359
de,Q810,Jordan,1,31.2,36.5
de,Q445711,Altstetten,1,47.387530555556,8.4858416666667
de,Q69191,Laufenburg,1,47.560833333333,8.0594444444444
de,Q64715,Eptingen,1,47.383055555556,7.8166666666667
de,Q1674838,Istein,1,47.66055556,7.54055556
de,Q79815,Mulhouse,1,47.748611111111,7.3391666666667
de,Q66293,Mumpf,1,47.547222222222,7.9194444444444
de,Q563954,Ensheim,1,49.806388888889,8.1155555555556
de,Q188940,Southern Bug,1,46.9866,31.9796
de,Q4138918,Hirkan,1,38.668055555556,48.796388888889
de,Q10881114,Shirvan,1,37.396666666667,57.929444444444
de,Q210205,Pest,1,47.5,19.1
de,Q13972,Tartu,1,58.38,26.7225
de,Q928828,Gilan Province,1,37.2774,49.589
de,Q11855334,Kythera,1,36.149669444444,22.987902777778
de,Q56754242,Cirrha,1,38.429167,22.443333
de,Q22415,Schœnbourg,1,48.833055555556,7.2666666666667
de,Q3661432,Herod's Palace at Jerusalem,1,31.77608333,35.22803611
de,Q50157,Sulmona,1,42.048025,13.926198
de,Q183303,Jalalabad,1,34.430277777778,70.452777777778
de,Q517107,Rudolstadt,1,50.716944444444,11.3275
de,Q48314,Battle of Waterloo,1,50.67805555555555,4.412222222222222
de,Q848912,Leicester Square,1,51.510277777778,-0.13027777777778
de,Q582671,Brieselang,1,52.583333333333,13
de,Q2550006,Warthe swamp,1,52.633333333333,15
de,Q1796386,Königshorst,1,52.711286111111,12.788258333333
de,Q39791,Rüdersdorf bei Berlin,1,52.470422,13.786082
de,Q882100,Sperenberg,1,52.1418,13.3647
de,Q1625306,Kienbaum,1,52.4547,13.9567
de,Q622505,Rauen,1,52.333055555556,14.016666666667
de,Q1499843,Geltow,1,52.3628,12.9733
de,Q428829,Caernarfon,1,53.14,-4.27
de,Q3257725,Lochmaben,1,55.1281,-3.4413
de,Q122594249,Kentshire Place,1,29.8541,-95.2564
de,Q1009,Cameroon,1,5.133333333333334,12.65
de,Q974,Democratic Republic of the Congo,1,-2.88,23.656111111111112
de,Q68103,Interlaken,1,46.68715,7.86487
de,Q68097,Davos,1,46.809055555556,9.8398333333333
de,Q149731,Wendland,1,52.96645355,11.15032482
de,Q334286,Bury St Edmunds Abbey,1,52.2441,0.7192
de,Q86755692,Woodstock Castle,1,52.996993,-6.989586
de,Q323423,Ruppiner See,1,52.8975,12.8075
de,Q323759,Alssund,1,54.93851111,9.75915833
de,Q61708479,Reinfeld,1,53.8393,10.4798
de,Q552668,Sundeved,1,54.966,9.645
de,Q6225,Coventry,1,52.416666666667,-1.5166666666667
de,Q67535681,Nottinghamshire,1,53.1301689818,-1.01191850012
de,Q21184,Køge,1,55.45,12.183333333333
de,Q102350,Bytom,1,50.347,18.923
de,Q507824,Ferch,1,52.3108,12.9297
de,Q797635,Babelsberg,1,52.4,13.1
de,Q1792491,Schlänitzsee,1,52.4521,12.9523
de,Q29118897,castle of Plauen,1,50.495023,12.140118
de,Q2235546,Schildhorn,1,52.4962,13.1953
de,Q7958793,Wachów,1,50.841388888888886,18.38722222222222
de,Q651833,Schloss Tegel,1,52.595,13.276388888889
de,Q15119873,Marzahne,1,52.513,12.534
de,Q583450,Ketzin/Havel,1,52.478055,12.842465
de,Q625403,Schwielowsee,1,52.333333333333,12.966666666667
de,Q527924,Retzow,1,52.62444444444444,12.685277777777777
de,Q1541187,Ketzür,1,52.4947,12.6294
de,Q565732,Putlitz,1,53.25,12.05
de,Q565929,Möser,1,52.216666666667,11.8
de,Q37333,Lublin,1,51.25,22.566666666667
de,Q50942,Schönhausen,1,53.55,13.704722
de,Q836932,Bitterfeld,1,51.623888888889,12.33
de,Q3075,Fürth,1,49.478333333333,10.990277777778
de,Q21178,Næstved,1,55.23333333,11.76666667
de,Q34054580,Herlufsholm church,1,55.24602232932,11.748923061937
de,Q12313948,Gjeddesdal,1,55.6082,12.2282
de,Q314695,Golm,1,52.4081,12.9639
de,Q2444790,Torslunde,1,55.6258,12.2519
de,Q896037,River Boyne,1,53.722083333333,-6.2435277777778
de,Q990057,Dobromierz,1,50.9,16.23333
de,Q505950,Holyrood Palace,1,55.9527,-3.17229
de,Q937793,Marly,1,50.348888888889,3.5441666666667
de,Q189358,Kronborg Castle,1,56.038611111111,12.621944444444
de,Q210396,Amager,1,55.616666666667,12.616666666667
de,Q1014431,Vordingborg Castle,1,55.007705291947,11.910941765534
de,Q509682,Ven,1,55.905833333333,12.695
de,Q14657,Vyborg,1,60.71055555555556,28.74972222222222
de,Q25319,Aarhus,1,56.156388888889,10.209722222222
de,Q7369004,Roskilde Abbey,1,55.6385,12.0824
de,Q442655,Altmark,1,52.716666666667,11.4
de,Q180139,Hradec Králové,1,50.209166666667,15.831944444444
de,Q979569,Snøhetta,1,62.32,9.2683333333333
de,Q3359959,Missunde,1,54.521,9.719
de,Q182625,Windsor,1,42.31729,-83.03526
de,Q1603,Kentucky,1,37.5,-85
de,Q228791,Mars-la-Tour,1,49.098888888889,5.8861111111111
de,Q1400442,Kremmener Luch,1,52.766694444444,13
de,Q12439,Detroit,1,42.331666666667,-83.0475
de,Q12045879,Podkost,1,50.4887,15.1403
de,Q1923020,Skalice,1,50.276412600045,15.872107545697
de,Q1075396,Chlum,1,50.27888889,15.74888889
de,Q940266,Svijany,1,50.572495151417,15.056978132967
de,Q5337661,Edgehill,1,52.12277777777778,-1.456388888888889
de,Q41262,Nottingham,1,52.955,-1.1491666666667
de,Q806906,Bannockburn,1,56.09,-3.91
de,Q1439593,Fotheringhay Castle,1,52.5242,-0.43572
de,Q271730,Abbotsford,1,49.054611111111,-122.328
de,Q1863571,Branxton,1,55.6309,-2.1683
de,Q103732,Dalarna County,1,60.678559,15.600586
de,Q990823,Rzepin,1,52.34638888888889,14.832222222222223
de,Q8646,Hong Kong,1,22.278333333333,114.15861111111
de,Q672948,Leven,1,56.195,-2.99417
de,Q41997,Talcahuano,1,-36.7145,-73.1141
de,Q1018540,Leith,1,55.9801,-3.17005
de,Q1263137,Dubnice,1,50.726036333562,14.808820090048
de,Q573635,Rheinstein Castle,1,49.9937,7.85843
de,Q1166,Michigan,1,44.34,-85.58
de,Q1023499,Hudson,1,42.25,-73.789722222222
de,Q701645,Düssel,1,51.181111111111,6.7958333333333
de,Q4069,North Cape,1,71.1725,25.784444444444446
de,Q754785,White Cliffs of Dover,1,51.13472222222222,1.3571111111111112
de,Q144672,Nassau Castle,1,50.310833,7.792222
de,Q22640,Thionville,1,49.358055555556,6.1683333333333
de,Q319172,Externsteine,1,51.868888888889,8.9175
de,Q3067308,Saint-Antoine district,1,48.8505,2.3792
de,Q1652632,Hüttental,1,50.916666666667,8.0333333333333
de,Q311234,Hunsrück,1,50,7.5
de,Q498589,Unkel,1,50.600833333333,7.215
de,Q2148416,Rhöndorf,1,50.6595,7.21282
de,Q324387,Breitbach,1,49.6689,10.1419
de,Q663546,Upper Rhine,1,48.95,8.2666666666667
de,Q155984,Saalfeld,1,50.650555555556,11.354166666667
de,Q111989,Sal,1,16.737222222222,-22.936111111111
de,Q954076,Poitou,1,46.64861111,-0.24777778
de,Q695065,St. Mary's Church,1,53.8677,10.685
de,Q9009,Schaffhausen,1,47.69653,8.63386
de,Q1958215,Möwenstein,1,54.48388889,13.20944444
de,Q895682,Wachenbuchen,1,50.1684,8.85896
de,Q845424,Peniscola,1,40.358472222222225,0.4068333333333333
de,Q15694717,Esche-Berg,1,50.29672241,9.68838882
de,Q900,Kazan,1,55.790833333333,49.114444444444
de,Q205537,Épernay,1,49.04,3.9591666666667
de,Q211818,Belvedere,1,48.1934,16.380519444444445
de,Q12506,Hagia Sophia,1,41.00833333333333,28.98
de,Q520795,Bornhöved,1,54.066694444444444,10.233305555555555
de,Q679359,High Tauern,1,47.16666667,12.5
de,Q3388,Grossglockner,1,47.074528,12.69385
de,Q163919,Watzmann,1,47.55444444444444,12.921944444444444
de,Q2361576,Kashmir Valley,1,34.0333,74.6667
de,Q175741,Andros,1,37.833333333333,24.933333333333
de,Q548507,Sankt Wolfgang,1,48.216666666667,12.133333333333
de,Q66354,Grindel,1,47.383055555556,7.5041666666667
de,Q2541063,Chantilly Forest,1,49.175,2.5125
de,Q13574678,Chaeronea,1,38.495182,22.8434315
de,Q616789,Parnes,1,49.203333333333,1.7377777777778
de,Q17151,Thessaloniki,1,40.643611111111,22.930833333333
de,Q20925929,Calypso’s Cave,1,36.06138992,14.27999973
de,Q129296,Santorini,1,36.415,25.4325
de,Q17054,Martinique,1,14.65,-61.015
de,Q99615588,Hallescher Turm,1,51.749883,11.973369
de,Q22703,Forbach,1,49.188055555556,6.9
de,Q21406341,"Poros, Evros",1,40.898333333333,26.223055555556
de,Q997167,Brüsseler Platz,1,50.9385,6.93465
de,Q65183993,Stockau,1,49.9191666666667,11.6666666666667
de,Q156974,Ústí nad Labem,1,50.659166666667,14.041666666667
de,Q378120,Žižkov,1,50.0872,14.4628
de,Q1547019,Gripswalder Matronensteine,1,51.3033,6.64548
de,Q31309472,Marienberg,1,49.79165,9.9198
de,Q13896,Markgröningen,1,48.904722222222,9.0808333333333
de,Q4174,Emden,1,53.366944444444,7.2061111111111
de,Q10041,Soest,1,52.183333333333,5.2833333333333
de,Q851,Saudi Arabia,1,23.716667,44.116667
de,Q1435049,Médoc,1,45,-1
de,Q927795,Bronnzell,1,50.515833333333,9.6794444444444
de,Q1382713,Newmarket,1,52.2459,0.4105
de,Q632466,Borstorf,1,53.616666666667,10.566666666667
de,Q622438,Domus Aurea,1,41.891388888889,12.495277777778
de,Q132499,Höchst,1,50.098888888889,8.5466666666667
de,Q565624,Strasburg,1,53.5,13.75
de,Q16017,Zweibrücken,1,49.249444444444,7.3608333333333
de,Q504513,Bad Brückenau,1,50.30911111111111,9.78711111111111
de,Q63139304,Wülferode,1,52.3286,9.8505
de,Q1127702,Constantia,1,53.3678,7.18056
de,Q67564,Hindelbank,1,47.044166666667,7.5402777777778
de,Q518204,Querfurt,1,51.383333333333,11.6
de,Q620912,Appenrode,1,51.5794,10.7325
de,Q372176,Bischofrode,1,51.483055555556,11.533055555556
de,Q238,San Marino,1,43.93333333333333,12.466666666666667
de,Q445609,Lower Rhine,1,51.577777777778,6.5691666666667
de,Q146747,Vauxhall,1,51.4903,-0.1193
de,Q27092,Sea of Japan,1,40,135
de,Q185072,Courland,1,57,22
de,Q763064,Coromandel Peninsula,1,-36.833333333333,175.58333333333
de,Q104231,Stockholm County,1,59.333333333333,18.166666666667
de,Q559751,Henneberg,1,50.493105,10.355597
de,Q598193,Apennins,1,44.316411,9.323736
de,Q504933,Wilhelmsthal,1,50.308611111111,11.371111111111
de,Q562332,Werre,1,52.2205122,8.8272668
de,Q517804,Geismar,1,51.231388888889,10.166388888889
de,Q502991,Neustadt,1,50.85,9.1166666666667
de,Q850526,Batavia,1,51.916666666667,5.5
de,Q699124,Pretzsch (Elbe),1,51.716666666667,12.8
de,Q582675,Jizera,1,50.172524,14.715058
de,Q1100414,Taisnières-sur-Hon,1,50.318888888889,3.8358333333333
de,Q193826,Douai,1,50.370833333333,3.0791666666667
de,Q188736,Bosnia,1,44.16,17.78
de,Q151999,Dauphiné,1,45.383333333333,5.7333333333333
de,Q1289,Grenoble,1,45.186944444444,5.7263888888889
de,Q11194,Sarajevo,1,43.85638888888889,18.413055555555555
de,Q1448901,Pangaion Hills,1,40.899166666666666,24.08361111111111
de,Q1618363,Aonia,1,38.349315,23.308505
de,Q1219591,Lignon,1,48.585833333333,4.5311111111111
de,Q2696558,Pharos,1,31.214166666667,29.885
de,Q37985,Carinthia,1,46.7525,13.8617
de,Q661912,Pottendorf,1,47.906388888889,16.390833333333
de,Q559908,Sennfeld,1,50.016666666667,10.266666666667
de,Q616334,Vyšehrad,1,50.064427188,14.417644214
de,Q704800,Mže,1,49.753568,13.390184
de,Q393426,Žatec,1,50.327264913574,13.545859487384
de,Q368929,Jindřichův Hradec,1,49.144110393651,15.003024549245
de,Q3042,Offenbach am Main,1,50.1,8.7666666666667
de,Q258439,Sliač,1,48.625555555556,19.151944444444
de,Q690417,Währing,1,48.2331,16.3147
de,Q505288,Ipsheim,1,49.516666666667,10.466666666667
de,Q559986,Possenhofen,1,47.966666666667,11.316666666667
de,Q209988,Gödöllő,1,47.6,19.366666666667
de,Q988074,Piechowice,1,50.84963,15.59887
de,Q671367,Perchtoldsdorf,1,48.116666666667,16.266666666667
de,Q1216,Piedmont,1,45.25,7.9166666666667
de,Q26503,Funen,1,55.350278,10.355833
de,Q369269,Untersberg,1,47.7,12.983333333333
de,Q8692,Bilbao,1,43.262222222222,-2.9533333333333
de,Q264201,Mariazell,1,47.773055555556,15.316388888889
de,Q622319,Mysia,1,40,28.5
de,Q1342,Pittsburgh,1,40.44166666666667,-80
de,Q1583181,Sigeion,1,39.99,26.18055556
de,Q905515,Monti Sabini,1,42.216666666667,12.833333333333
de,Q698577,Frastanz,1,47.22,9.62
de,Q660275,Dorneck District,1,47.479166666667,7.6180555555556
de,Q56206,Nicosia,1,37.75,14.4
de,Q70199,Grandson,1,46.8085,6.6443
de,Q565067,Disibodenberg,1,49.7766,7.70119
de,Q1931789,Middelburg,1,53.4531,7.5
de,Q243266,Kranenburg,1,51.789722222222,6.0072222222222
de,Q124110,Loreto,1,43.4403,13.607430555556
de,Q42595,Magenta,1,45.46025,8.876611111111112
de,Q2702131,Dobřany,1,50.322154815866,16.285372419183
de,Q1896554,"Mariagrüner Kirche, Graz",1,47.099,15.4513
de,Q1141373,Allegheny Mountains,1,38.6997,-79.5328
de,Q268868,Haselbach,1,49,12.7
de,Q182009,Tekirdağ,1,40.983333333333,27.516666666667
de,Q1258837,Pera,1,41.03194444,28.97611111
de,Q1284,Abruzzo,1,42.216666666667,13.833333333333
de,Q1884,Düren,1,50.8,6.4833333333333
de,Q549999,Merville,1,50.643888888889,2.6402777777778
de,Q260089,Enns,1,48.216666666667,14.475
de,Q110726237,Frauentor,1,51.0516,13.74073
de,Q664071,Burg Wiener Neustadt,1,47.8099,16.24581
de,Q731635,Mount Vernon,1,38.707777777778,-77.086111111111
de,Q61,"Washington, D.C.",1,38.895,-77.036666666667
de,Q49433009,Missisippi Chemical Mine,1,32.489722222222,-103.93861111111
de,Q1192720,Nisida,1,40.795277777778,14.163333333333
de,Q5092,Baltimore,1,39.286388888889,-76.615
de,Q223942,Teatro La Fenice,1,45.4337,12.3339
de,Q5471,La Scala,1,45.467336,9.1888
de,Q193474,Carniola,1,46.05,14.5
de,Q93332,Appalachian Mountains,1,38,-79
de,Q925598,San Angelo,1,31.45,-100.45
de,Q29523747,St. Justus catholic church,1,47.09079,9.34477
de,Q1061,Gujarat,1,23.22,72.655
de,Q38380,Angers,1,47.472777777778,-0.55555555555556
de,Q661931,Göllersdorf,1,48.491388888889,16.120555555556
de,Q13280,Cres,1,44.960277777778,14.408055555556
de,Q250359,Altenstadt Air Base,1,47.8355,10.8712
de,Q1122,Walloon Brabant,1,50.666666666667,4.5833333333333
de,Q11780376,Mierczyce,1,51.09307,16.31367
de,Q157200,Zittau,1,50.896111111111,14.807222222222
de,Q213679,Pella,1,40.76,22.519167
de,Q629659,Elim,1,29.3,32.96666667
de,Q4178,Wetzlar,1,50.56666666666667,8.5
de,Q774837,Havlíčkova Borová,1,49.635828013099,15.781608677133
de,Q57996,Thum,1,50.671111111111,12.951388888889
de,Q990828,Byczyna,1,51.113055555555555,18.211111111111112
de,Q661761,Maissau,1,48.573,15.8298
de,Q1975866,Mount Ebal,1,32.234,35.2733
de,Q529842,Creuzburg,1,51.051388888889,10.244722222222
de,Q522557,Bad Schmiedeberg,1,51.688055555556,12.7375
de,Q1019808,Böhrigen,1,51.0328,13.1592
de,Q693540,Heinersdorf,1,52.5669,13.44
de,Q488513,Anklam,1,53.85,13.683333333333334
de,Q182872,Fontainebleau,1,48.408888888889,2.7016666666667
de,Q355402,Adelsdorf,1,49.7112,10.8935
de,Q179751,Aras River,1,40.0184,48.4535
de,Q191333,Khyber Pass,1,34.11,71.111666666667
de,Q815330,Turkistan Region,1,43,68.5
de,Q427694,"Borstel, Landkreis Diepholz, Lower Saxony",1,52.666666666667,8.9830555555556
de,Q17586,Teos,1,38.177222222222,26.785
de,Q1026628,Cales,1,41.2,14.132
de,Q4952895,Bozrah,1,30.745843055555554,35.60391888888889
de,Q60790706,Methone,1,36.817,21.705
de,Q2218903,Ameixial,1,37.364166666667,-7.9636111111111
de,Q691278,Yvetot,1,49.616944444444,0.75305555555556
de,Q854468,Kingdom of Mutapa,1,-20.3064,30.9008
de,Q34836106,Capo Verde,1,43.816666666667,7.8333333333333
de,Q510543,Höchstadt an der Aisch,1,49.705555555556,10.805833333333
de,Q211089,Great Menderes River,1,37.54,27.168611111111
de,Q1169,Lake Michigan,1,44.007874,-86.756451
de,Q15288,Lake Ladoga,1,60.842777777777776,31.459722222222222
de,Q2281168,Multan District,1,30.083333333333,71.666666666667
de,Q214,Slovakia,1,49,20
de,Q489902,Nördlingen,1,48.85,10.5
de,Q30664081,Brennerberg,1,48.1288,10.137
de,Q19962315,Erlebach,1,51.79796982,7.74510002
de,Q108090709,Chörbli,1,46.625928611111114,7.274445833333333
de,Q743975,Haltingen,1,47.61345278,7.61258056
de,Q1531652,Gresgen,1,47.71166667,7.81944444
de,Q61739630,Hebel-Denkmal,1,47.559305555555554,7.584638888888889
de,Q14274,Aarau,1,47.3923,8.0446
de,Q64099,Brugg,1,47.486388888889,8.2083333333333
de,Q659309,Zurzach District,1,47.583333333333,8.2833333333333
de,Q22393,Rhinau,1,48.319444444444,7.7027777777778
de,Q69175,Eglisau,1,47.57335,8.52607
de,Q503682,Schönau am Königsee,1,47.59,12.99
de,Q61665,Todtnau,1,47.829444444444,7.9438888888889
de,Q8200,Waldshut,1,47.63,8.2
de,Q62014,Steinen,1,47.645277777778,7.7402777777778
de,Q679565,Gate of Blaise,1,47.5632,7.59196
de,Q534172,Neuried,1,48.465277777778,7.8038888888889
de,Q25430,Badenweiler,1,47.801666666667,7.6719444444444
de,Q387066,Swiss German,1,47.4166666667,8.5
de,Q486792,Aranjuez,1,40.033333333333,-3.6027777777778
de,Q1123106,Regent Street,1,51.5108,-0.1387
de,Q45412,Coimbra,1,40.21111111111111,-8.428888888888888
de,Q15684,Segovia,1,40.948055555556,-4.1183333333333
de,Q162022,Mechelen,1,51.028055555555554,4.480277777777777
de,Q503226,Harburg,1,48.786455556591946,10.691731835101939
de,Q75838598,St. Lamberti,1,52.195568,11.539804
de,Q3413229,Quartier des Champs-Élysées,1,48.8678,2.30473
de,Q3949,Unna,1,51.534722222222,7.6888888888889
de,Q872493,Montfaucon,1,48.943611111111,3.43
de,Q523663,Kreuzberg,1,52.4878,13.3814
de,Q129072,Persepolis,1,29.935,52.89
de,Q183910,Bayeux,1,49.278611111111,-0.70388888888889
de,Q2166079,Waltham,1,51.197861111111,1.0167694444444
de,Q14910,Schwäbisch Hall,1,49.112222222222,9.7375
de,Q14537598,Weidensee,1,52.4826,13.6886
de,Q114371,Ebersburg,1,50.466666666667,9.8
de,Q366962,Cauterets,1,42.889166666667,-0.11361111111111
de,Q730948,Jardin des plantes,1,48.843888888889,2.3597222222222
de,Q1398337,Faubourg Saint-Marcel,1,48.83643,2.35351
de,Q1659244,Ilsestein,1,51.8467,10.6617
de,Q191141,Sète,1,43.404444444444,3.6966666666667
de,Q22698489,Spicher,1,47.26567,9.27522
de,Q269174,Worpswede,1,53.222222222222,8.9277777777778
de,Q135686,Yeniseysk,1,58.466666666667,92.133333333333
de,Q114565450,Prometheus Park in Kachkanar,1,58.694209,59.485873
de,Q672886,Tamina,1,47.009722222222,9.5091666666667
de,Q2765,Gelsenkirchen,1,51.516666666667,7.1
de,Q44401,Cayenne,1,4.9386111111111,-52.335
de,Q214575,Vendôme,1,47.792777777778,1.0655555555556
de,Q1304028,Eilenriede,1,52.37571,9.78117
de,Q5963,Hanover region,1,52.42,9.72
de,Q331232,Chablis,1,47.815,3.7969444444444
de,Q22950,Landstuhl,1,49.412222222222,7.5722222222222
de,Q23559965,Emmenthal,1,48.39368,10.22961
de,Q4007,Rosenheim,1,47.856111111111,12.128888888889
de,Q72949,Solling,1,51.7333,9.6
de,Q504179,Tirol,1,46.691101,11.154223
de,Q82174,Brașov,1,45.65,25.6
de,Q15291,Rigi,1,47.05,8.4666666666667
de,Q358573,Adlisberg,1,47.3705,8.59264
de,Q679269,Alcázar de San Juan,1,39.3901005,-3.2102351
de,Q642200,Medina Sidonia,1,36.4576714,-5.9272725
de,Q13369,Rimini,1,44.059444444444,12.568333333333
de,Q988654,Tarfaya,1,27.913333333333,-12.931666666667
de,Q10289294,Gerês,1,41.727168,-8.163502
de,Q5094714,Chełmo,1,51.07124,19.75044
de,Q1621200,Tsarskoye Selo,1,59.723333333333,30.415833333333
de,Q503469,Cahul,1,45.9075,28.194444444444
de,Q5103536,"Chocim, Opole Voivodeship",1,50.30222222,17.54472222
de,Q1552242,Grünhain,1,50.578611111111,12.808888888889
de,Q297871,Øresund Bridge,1,55.576444444444,12.821638888889
de,Q50625,Hordaland,1,60.25,6
de,Q984780,Mesquita,1,-22.781944444444,-43.428888888889
de,Q98501260,Torres Bermejas Castle,1,37.17555556,-3.59333333
de,Q525811,Generalife,1,37.176944444444,-3.5852777777778
de,Q115499003,Alijares,1,39.252176,-5.984238
de,Q216065,Eastern Norway,1,60.25,10.666666666667
de,Q2014221,Aberdour,1,56.0528,-3.3021
de,Q1177750,City of David,1,31.773037025199233,35.23481082099602
de,Q1009668,Otterburn,1,55.233333333333,-2.1833333333333
de,Q5568329,Glendale,1,55.595083,-2.105
de,Q805983,Bamburgh,1,55.604,-1.7222
de,Q189863,Herzegovina,1,43.476944444444,17.815
de,Q1920516,Pazar,1,41.1802584,40.8868482
de,Q424,Cambodia,1,12.5,105
de,Q622778,Tonkin,1,21,106
de,Q7977,Priozersk,1,61.03928,30.12907
de,Q14305,Guadiana,1,37.1685,-7.3959
de,Q1041,Senegal,1,14.366667,-14.283333
de,Q12003390,Stordalselva,1,63.95,10.233333333333
de,Q3040,Hudson Bay,1,60,-85
de,Q487278,Meiningen,1,50.55,10.416666666667
de,Q155019,Duchy of Lorraine,1,48.692778,6.183611
de,Q36947,Salvador,1,-12.983055555555556,-38.492777777777775
